Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
1,=,Lady Gaga - Die With A Smile (w/ Bruno Mars),227,1,(x162),5968229,"-848,133",45538593,"-229,365",2154996367
2,=,ROSÉ - APT. (w/ Bruno Mars),164,1,(x28),5178026,"-814,789",38641453,"-316,376",1378101556
3,=,Billie Eilish - BIRDS OF A FEATHER,318,1,(x25),4643486,"-540,948",35679846,"-17,506",2278585749
4,=,Doechii - Anxiety,26,2,(x6),4078378,"-692,918",33275493,"-465,398",130203408
5,=,Kendrick Lamar - luther,129,2,(x20),4012762,"-427,015",31770681,"-543,824",708719643
6,+1,Alex Warren - Ordinary,52,5,,3876116,"-312,452",31133617,"+264,058",147575782
7,-1,Bad Bunny - DtMF,85,1,(x16),3745397,"-563,710",28839558,"-150,171",585620692
8,=,Gracie Abrams - That’s So True,164,3,(x7),3623521,"-439,254",28258320,"-4,756",847738486
9,+1,JENNIE - like JENNIE,24,7,,3409132,"-307,876",27091485,"-208,196",95878280
10,+11,Jimin - Who,255,1,(x20),3307312,"+188,886",23645953,"-249,082",1431141853
11,+1,Gigi Perez - Sailor Song,225,6,,3253664,"-181,271",24249709,"+29,173",806396522
12,-1,Ariana Grande - twilight zone,3,3,(x1),3223667,"-477,322",12305187,"+3,223,667",12305187
13,-4,Bad Bunny - BAILE INoLVIDABLE,85,3,(x1),3203432,"-557,492",25110597,"-133,860",436101362
14,+2,Billie Eilish - WILDFLOWER,318,8,,2970265,"-276,220",23645731,"-167,156",1006486736
15,-2,Benson Boone - Beautiful Things,437,1,(x35),2949017,"-476,028",23313739,"-130,802",1957974311
16,-2,Kendrick Lamar - Not Like Us,329,1,(x10),2854413,"-544,361",23776149,"-447,146",1345151633
17,+1,Alemán - Te Quería Ver (w/ Neton Vega),54,17,,2852512,"-367,995",20872048,"+358,327",141144588
18,-3,Lola Young - Messy,118,8,,2841813,"-549,398",23046408,"-207,059",434034351
19,+1,Tate McRae - Sports car,66,14,,2823061,"-328,342",21909478,"+307,457",188550470
20,-3,Sabrina Carpenter - Espresso,353,1,(x32),2803743,"-425,623",22055841,"-145,653",2060993852
21,-2,The Weeknd - Timeless (w/ Playboi Carti),185,2,(x1),2774765,"-387,622",22638606,"-278,186",710213428
22,=,"W Sound - La Plena - W Sound 05 (w/ Beéle, Ovy On The Drums)",33,22,,2601193,"-443,745",20642062,"-50,771",81190543
23,+3,Kendrick Lamar - All The Stars (w/ SZA),661,2,(x14),2594813,"-280,932",21055712,"-345,533",1150891794
24,-1,Bad Bunny - EoO,85,9,,2562213,"-430,363",20280897,"-27,623",268850586
25,+3,Lil Tecca - Dark Thoughts,17,18,,2521393,"-220,239",20269859,"-97,281",44913950
26,+1,"Chappell Roan - Good Luck, Babe!",356,5,,2437205,"-318,754",19226111,"-102,285",1386594205
27,-3,Lady Gaga - Abracadabra,56,2,(x1),2434177,"-470,853",19822213,"-177,745",231186098
28,+2,Drake - NOKIA,45,27,,2408925,"-267,975",18645011,"+3,137",115674661
29,-4,Teddy Swims - Lose Control,501,5,,2406436,"-480,435",19413411,"-118,629",1577964769
30,-1,Bad Bunny - NUEVAYoL,85,5,,2324558,"-393,084",17975924,"-135,471",363370977
31,=,Chappell Roan - Pink Pony Club,226,18,,2310021,"-342,119",17450039,"+25,244",432042623
32,=,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",540,2,(x2),2249293,"-267,416",17424993,"+40,829",1628312907
33,+2,Ariana Grande - dandelion,3,17,,2238733,"-259,172",8165259,"+2,238,733",8165259
34,+2,yung kai - blue,120,22,,2227964,"-205,482",16925568,"-112,133",288974902
35,-2,Kendrick Lamar - tv off (w/ Lefty Gunplay),128,5,,2151316,"-357,830",17427541,"-136,266",448082111
36,+5,The Goo Goo Dolls - Iris,563,32,,2149498,"-193,677",16519868,"-97,832",898967692
37,+10,Lord Huron - The Night We Met,972,15,,2142901,"-71,902",16426275,"-17,456",1708051912
38,+5,Fuerza Regida - ME JALO (w/ Grupo Frontera),94,38,,2138545,"-191,125",15769559,"+2,977",180309156
39,-5,Alleh - capaz (merengueton) (w/ Yorghaki),99,34,,2129054,"-379,452",16183548,"+108,620",213376137
40,-1,Sabrina Carpenter - Taste,220,2,(x3),2101883,"-246,552",16295632,"-1,921",921608460
41,-1,Ariana Grande - we can't be friends (wait for your love),388,1,(x13),2077799,"-270,284",14628615,"+424,826",1302145014
42,-4,KAROL G - Si Antes Te Hubiera Conocido,283,4,,2039137,"-324,156",15170264,"+79,887",1087919400
43,+3,Tito Double P - TATTOO,31,21,,2037557,"-214,209",15952530,"-155,676",75731376
44,=,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",85,8,,2033682,"-264,715",15370618,"+36,726",276092864
45,-3,Playboi Carti - RATHER LIE (w/ The Weeknd),17,3,(x1),2020731,"-314,808",19051048,"-799,011",64029059
46,+3,Arctic Monkeys - I Wanna Be Yours,998,11,,2011382,"-152,025",15447933,"-74,732",2402402830
47,+3,The Neighbourhood - Sweater Weather,1764,14,,2004464,"-158,054",15485152,"-204,439",3050619240
48,-11,Bad Bunny - VOY A LLeVARTE PA PR,85,7,,1989798,"-381,236",15438256,"-78,640",312087202
49,-4,Playboi Carti - EVIL J0RDAN,17,1,(x2),1985022,"-297,980",19139575,"-1,074,111",74091580
50,+1,Neton Vega - Morena (w/ Peso Pluma),44,50,,1947293,"-210,702",14144868,"+126,606",80263564
51,+10,Fuerza Regida - Por Esos Ojos,47,34,,1926959,"-57,276",12791817,"+300,144",92681348
52,+1,j-hope - MONA LISA,10,12,,1926722,"-203,175",17382715,"-377,048",26438442
53,+14,The Marías - No One Noticed,142,51,,1870726,"-63,418",13970396,"+46,083",241888067
54,+5,"Tyler, The Creator - See You Again (w/ Kali Uchis)",757,13,,1859845,"-148,636",14276684,"-124,837",1495101438
55,-7,Coldplay - Yellow,1553,15,,1836889,"-334,138",14964079,"-260,141",2186247038
56,-2,Teddy Swims - Bad Dreams,148,41,,1823745,"-296,256",13963546,"+44,318",258595344
57,-5,Ariana Grande - warm,3,20,,1812263,"-334,548",7295898,"+1,812,263",7295898
58,+11,Gabito Ballesteros - 7 Dias (w/ Tito Double P),59,15,,1796675,"-123,839",12989900,"+36,023",140827457
59,-4,WizTheMc - Show Me Love (w/ bees & honey),26,50,,1782930,"-332,056",14470354,"+9,594",46636334
60,-4,Bruno Mars - Just the Way You Are,863,27,,1772485,"-305,281",14406334,"-165,735",1188048376
61,+3,Sabrina Carpenter - Please Please Please,297,1,(x19),1769754,"-192,705",13680629,"-21,139",1327495007
62,-4,Beéle - Mi Refe (w/ Ovy On The Drums),88,52,,1760585,"-263,790",13767838,"+46,481",168129329
63,-6,Ariana Grande - Hampstead,3,33,,1754965,"-273,668",6687943,"+1,754,965",6687943
64,-1,The Police - Every Breath You Take,1263,34,,1748684,"-220,788",13510216,"-82,208",1509438022
65,=,Neton Vega - Loco,94,14,,1727010,"-227,427",13432439,"-53,581",260880324
66,-4,Selena Gomez - Ojos Tristes (w/ benny blanco),9,62,,1717437,"-253,436",12845787,"+391,676",15498440
67,+7,Arctic Monkeys - 505,1183,40,,1703173,"-125,127",13024902,"-40,878",1655157132
68,-8,Ariana Grande - past life,3,29,,1695474,"-302,031",6689992,"+1,695,474",6689992
69,-3,Coldplay - Viva La Vida,975,27,,1670619,"-271,665",13023521,"-90,192",1513355657
70,+19,Earl Agustin - Tibok,18,42,,1669085,"+3,304",12204587,"-318,483",33976983
71,+7,Sabrina Carpenter - Busy Woman,45,11,,1665390,"-107,352",12504209,"+50,366",99605328
72,+1,Tate McRae - Revolving door,38,18,,1656874,"-197,255",13777028,"+3,551",95084491
73,-5,Hozier - Too Sweet,374,2,(x10),1646071,"-287,924",13381643,"-130,201",1380277439
74,+9,Jung Kook - Seven (w/ Latto),625,1,(x71),1645857,"-32,138",11979916,"+13,472",2044312084
75,+4,d4vd - Feel It,61,65,,1633178,"-117,165",12282533,"+112,259",95122353
76,-5,Bruno Mars - Locked out of Heaven,1249,21,,1624907,"-234,084",12838688,"-144,145",1524923023
77,+7,sombr - back to friends,13,57,,1621343,"-52,622",12660975,"+247,043",20928823
78,-3,Ariana Grande - intro (end of the world) - extended,3,27,,1611858,"-211,600",6467135,"+1,611,858",6467135
79,-9,Rauw Alejandro - Qué Pasaría... (w/ Bad Bunny),136,13,,1591933,"-292,666",12329654,"+32,402",372801329
80,+18,Imogen Heap - Headlock,87,63,,1589921,"-11,400",11716116,"-44,531",138069209
81,-9,Doechii - DENIAL IS A RIVER,87,16,,1572889,"-282,808",13407382,"-265,556",216681284
82,-1,Tate McRae - greedy,518,1,(x34),1546235,"-172,757",12081012,"+52,495",1633275319
83,-1,"Tyler, The Creator - Like Him (w/ Lola Young)",154,20,,1544039,"-136,394",11954202,"-170,058",358443948
84,+4,Neton Vega - M&M,38,59,,1528882,"-137,729",11002977,"+80,854",61830480
85,-9,Shaboozey - A Bar Song (Tipsy),350,5,,1515538,"-301,408",11713498,"-40,380",1166660500
86,-6,FloyyMenor - Gata Only (w/ Cris Mj),413,2,(x1),1512239,"-236,440",11724802,"-58,419",1482732945
87,+18,"Gracie Abrams - I Love You, I'm Sorry",244,15,,1483810,"-76,747",11678409,"-33,332",545366069
88,+15,JENNIE - ExtraL (w/ Doechii),38,18,,1462767,"-120,145",12040824,"-213,319",90096391
89,+37,Arctic Monkeys - No. 1 Party Anthem,140,70,,1461500,"+5,564",10744060,"-34,271",222993482
90,-13,"DG e Batidão Stronda - Mãe Solteira (w/ Mc Davi, J. Eskine, MC G15)",23,46,,1456282,"-356,091",11102556,"-252,510",42107326
91,+4,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),37,88,,1455608,"-184,984",10560675,"-11,762",53981356
92,+44,Cigarettes After Sex - Apocalypse,963,52,,1443172,"+21,165",10624073,"-24,138",1327323621
93,+11,The Weeknd - Starboy (w/ Daft Punk),1739,1,(x40),1435809,"-129,211",11066923,"-58,387",3012117253
94,+49,NIKI - You'll Be in My Heart - Spotify Singles,8,94,,1430357,"+35,808",9204800,"+293,724",10341433
95,-9,Bruno Mars - That's What I Like,967,5,,1423094,"-244,732",11173593,"-147,487",1344061688
96,-9,Chappell Roan - The Giver,17,9,,1422021,"-244,770",12647540,"-422,317",43209905
97,+19,Don Toliver - No Pole,138,58,,1416294,"-71,154",11152551,"-136,844",229565072
98,+32,Chase Atlantic - Swim,176,46,,1413510,"-29,911",10429485,"+14,982",260634099
99,-3,Xavi - En Privado (w/ Manuel Turizo),11,96,,1409999,"-210,381",10172147,"+252,084",15166715
100,-10,Ed Sheeran - Perfect,2720,3,(x1),1402104,"-259,987",11243023,"-122,081",3040377613
101,=,"Jombriel - VITAMINA (w/ DFZM, Jøtta)",24,81,,1399028,"-194,071",10983804,"+25,308",37093702
102,-3,Alex Warren - Carry You Home,65,88,,1395172,"-200,666",10974541,"+7,576",86704818
103,-6,Tito Double P - DOS DÍAS (w/ Peso Pluma),213,24,,1393118,"-213,793",10654418,"-2,580",430514364
104,-13,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),324,1,(x1),1392071,"-263,304",10630618,"+11,291",997755073
105,+19,Tito Double P - NADIE,129,32,,1387128,"-71,267",9899023,"+89,452",264281235
106,-13,Chrystal - The Days - NOTION Remix (w/ NOTION),84,49,,1384655,"-266,949",11164773,+243,143966683
107,-5,Tito Double P - ROSONES,115,16,,1383573,"-199,405",10494020,"-69,354",268780512
108,-2,Djo - End of Beginning,408,1,(x3),1372044,"-187,291",11118559,"-156,064",1342097723
109,-15,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",229,58,,1370229,"-271,775",10830154,"+91,392",321394709
110,+3,Danny Ocean - Imagínate (w/ Kapo),94,37,,1359131,"-146,454",9883803,"+174,197",161015844
111,=,Gorillaz - Feel Good Inc,123,94,,1350314,"-163,590",10576559,"-30,490",173900085
112,-20,The Chainsmokers - Something Just Like This (w/ Coldplay),1757,2,(x14),1346049,"-307,811",11131400,"-111,670",2112351756
113,-4,Bad Bunny - KLOuFRENS,85,18,,1346020,"-192,765",10383009,"+50,250",187823442
114,+21,Morgan Wallen - Just In Case,10,95,,1342780,"-86,117",10028326,"+136,254",14279222
115,+14,Coldplay - The Scientist,625,79,,1335756,"-110,754",10699485,"-87,963",411290314
116,-31,BLOK3 - Keşke (w/ Ati242),3,58,,1329828,"-341,354",5201369,"+1,329,828",5201369
117,-17,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",969,57,,1327748,"-267,864",11030891,"-104,798",1212461987
118,-11,Ed Sheeran - Shape of You,2465,1,(x98),1327063,"-227,801",10800114,"-147,336",3695385247
119,+12,SZA - Snooze,773,25,,1321032,"-120,045",10145846,"-126,309",1389751140
120,-8,Taylor Swift - Cruel Summer,783,2,(x18),1320770,"-187,430",9942798,"+93,200",2380600344
121,+1,Radiohead - Creep,486,93,,1318983,"-142,357",10483536,"-17,855",645656125
122,-5,Oscar Maydon - Tu Boda (w/ Fuerza Regida),180,4,,1316179,"-171,221",9820407,"+29,693",523990760
123,-5,Ed Sheeran - Photograph,2004,13,,1313825,"-171,517",10605340,"-96,810",1434203709
124,+30,Ravyn Lenae - Love Me Not,12,124,,1300418,"-46,428",9705613,"+148,857",16016795
125,-15,One Direction - Night Changes,1082,6,,1298557,"-218,739",10340875,"-36,092",1337089132
126,+2,Don Omar - Danza Kuduro (w/ Lucenzo),460,79,,1296149,"-158,222",9370134,"+99,272",619689917
127,+7,Vance Joy - Riptide,2232,16,,1295014,"-135,669",9732105,"-14,495",2134121537
128,+4,"Chuyin - Pika Pika (w/ Fuerza Regida, Jorsshh, Calle 24)",55,71,,1291521,"-148,838",9397115,"-34,715",85221944
129,+13,Hozier - Take Me To Church,1981,1,(x30),1290923,"-105,688",10113284,"-64,114",1849439921
130,+9,V - Winter Ahead (w/ Park Hyo Shin),122,15,,1289142,"-121,741",9452740,"-46,184",233315777
131,+17,Billie Eilish - CHIHIRO,316,3,(x1),1277350,"-94,668",10066121,"-9,879",741146284
132,+5,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),232,3,(x1),1269422,"-149,706",9816552,"+19,541",527351515
133,+11,Tom Odell - Another Love,1444,11,,1268927,"-122,044",10118269,"-54,933",2512387058
134,+12,Sabrina Carpenter - Bed Chem,218,9,,1267542,"-105,197",9811954,"-38,818",512140345
135,+6,Journey - Don't Stop Believin' (2022 Remaster),312,61,,1264635,"-134,686",9291126,"-31,349",470779934
136,+13,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",11,129,,1262580,"-98,412",9473531,"-13,065",14605411
137,-17,Rauw Alejandro - Khé? (w/ Romeo Santos),136,21,,1258728,"-220,315",10057945,"-14,429",319977594
138,-19,The Weeknd - Blinding Lights,1945,1,(x82),1258195,"-224,538",9829944,"-15,428",4684228328
139,-1,Linkin Park - Numb,381,12,,1255995,"-160,473",10246432,"+38,990",570975637
140,-13,Oscar Maydon - Amigos? No. (w/ Neton Vega),19,127,,1255724,"-199,481",9675230,"+61,784",26263269
141,+22,Olivia Rodrigo - traitor,570,7,,1250980,"-69,920",9495626,"+1,250,980",1015247014
142,-2,Fleetwood Mac - Dreams - 2004 Remaster,650,17,,1250355,"-153,171",9258879,"-8,613",712407077
143,-22,OneRepublic - Counting Stars,2147,31,,1237704,"-228,313",10138223,"-49,005",1881823514
144,+18,Jin - Running Wild,136,6,,1237370,"-87,577",10115250,"-309,362",303003880
145,+43,TV Girl - Lovers Rock,579,92,,1236813,"+4,437",7417785,"+87,260",765887168
146,-31,Natasha Bedingfield - Unwritten,344,14,,1235322,"-260,615",9919395,"-38,664",649762212
147,+14,Empire Of The Sun - We Are The People,23,147,,1228763,"-102,945",9276444,"+91,155",29179151
148,+5,The Weeknd - Die For You,1184,9,,1225683,"-122,609",9551271,"-54,453",2115113051
149,+43,sombr - undressed,4,149,,1221732,"-4,082",5027146,"+1,221,732",5027146
150,+1,j-hope - Sweet Dreams (w/ Miguel),24,24,,1220488,"-138,023",11064305,"-694,250",48129538
151,+21,ATLXS - PASSO BEM SOLTO - Slowed,4,151,,1210882,"-98,104",5044046,"+1,210,882",5044046
152,+5,JENNIE - Handlebars (w/ Dua Lipa),24,17,,1210474,"-133,492",10305981,"-253,231",48589284
153,-45,Linkin Park - Up From the Bottom,3,41,,1201723,"-347,064",5360261,"+1,201,723",5360261
154,+35,Maanu - Jhol (w/ Annural Khalid),2,154,,1201693,"-27,332",2430718,"+1,201,693",2430718
155,-30,Teddy Swims - The Door,198,88,,1197741,"-260,478",9838771,"-49,401",276167446
156,+12,Bruno Mars - When I Was Your Man,1179,28,,1197542,"-120,059",10090180,"-96,218",1257425148
157,+13,Chezile - Beanie,132,53,,1195416,"-115,845",7687697,"-27,613",212298903
158,-25,Diego & Victor Hugo - Tubarões - Ao Vivo,4,133,,1189392,"-247,105",2625889,"+74,885",5125797
159,-9,Rihanna - Breakin' Dishes,94,85,,1188160,"-172,753",9564664,"-55,720",145097012
160,+9,The Chainsmokers - Closer (w/ Halsey),1524,1,(x82),1185423,"-132,122",9442307,"+5,931",1912487148
161,+14,The Walters - I Love You So,1042,18,,1180416,"-99,017",9350084,"-85,096",1489992895
162,-10,TOTO - Africa,581,113,,1178446,"-179,530",8745882,"+1,646",448641701
163,-8,Kendrick Lamar - Money Trees (w/ Jay Rock),446,31,,1171114,"-173,280",9495125,"-77,849",569582344
164,+29,Frank Ocean - Pink + White,686,52,,1168522,"-55,500",8810719,"-59,701",993790189
165,-1,SZA - Kill Bill,843,1,(x20),1163765,"-156,914",9532977,"-199,245",2408991679
166,+1,Ariana Grande - intro (end of the world),112,14,,1163640,"-154,142",4199377,"+1,163,640",223823630
167,-53,Feid - LUNA (w/ ATL Jacob),482,7,,1160058,"-338,985",9491948,"-40,447",1203613668
168,-10,Harry Styles - As It Was,1086,1,(x81),1154224,"-188,667",8988864,"-2,285",3748372086
169,-3,Kendrick Lamar - HUMBLE.,771,1,(x7),1154085,"-164,774",9555132,"-145,524",1136736397
170,-23,Coldplay - A Sky Full of Stars,914,10,,1153743,"-218,758",9602279,"-144,645",612996272
171,+16,Sabrina Carpenter - Juno,192,22,,1151191,"-81,257",8982952,"-62,226",320652207
172,-13,a-ha - Take on Me,438,36,,1151179,"-185,758",7613950,"-47,100",591326628
173,-17,The Killers - Mr. Brightside,1328,59,,1150781,"-193,213",8984998,"-1,844",1098050935
174,-14,Kendrick Lamar - squabble up,129,3,(x1),1146807,"-186,844",9551774,"-152,097",318015455
175,RE,Coldplay - Sparks,227,82,,1133688,,4966220,"-71,065",288188845
176,-31,Miley Cyrus - Flowers,799,1,(x82),1132829,"-248,909",8883015,"-52,019",2452287186
177,+14,"Gabito Ballesteros - Presidente (w/ Natanael Cano, Luis R Conriquez, Neton Vega)",153,32,,1126996,"-99,267",3587641,"-38,838",287011894
178,-13,Linkin Park - In the End,660,8,,1125852,"-194,176",9191016,"+1,125,852",865422918
179,=,Keane - Somewhere Only We Know,839,63,,1125199,"-147,585",9133069,"-73,432",1093630468
180,-6,Lady Gaga - Poker Face,66,93,,1118209,"-171,100",8694898,"-18,334",86380188
181,RE,Billie Eilish - lovely (w/ Khalid),2514,19,,1115638,,7493953,"-38,476",3137386476
182,-11,Miguel Bueno - Solcito (w/ Juan Duque),4,171,,1107088,"-202,822",4920166,"+1,107,088",4920166
183,-10,Eminem - Without Me,1363,29,,1106128,"-201,787",8971421,"-18,650",1695755971
184,-8,Travis Scott - FE!N,563,3,(x1),1106086,"-172,075",8708531,"-64,166",1177924922
185,RE,Benson Boone - Slow It Down,326,26,,1105204,,6368751,"-11,250",650795948
186,+9,Neton Vega - Mi Vida Mi Muerte,37,129,,1104279,"-117,523",4798463,"+1,104,279",47855775
187,-6,Nirvana - Smells Like Teen Spirit - Remastered,375,98,,1102449,"-169,215",8813667,"-4,356",348543843
188,+2,"LISA - Born Again (w/ Doja Cat, RAYE)",52,6,,1101548,"-127,226",9080413,"-136,459",123268195
189,-12,Bad Bunny - WELTiTA (w/ Chuwi),85,10,,1100549,"-173,681",8640123,"-80,600",212315243
190,RE,Mitski - My Love Mine All Mine,541,2,(x4),1096975,,4755116,"-38,842",1406124604
191,RE,Fetty Wap - Trap Queen,560,7,,1094293,,3532776,"-21,557",411587820
192,-69,Cazzu - Con otra,6,116,,1093928,"-366,442",5465628,"+1,093,928",8168254
193,RE,SZA - 30 For 30,97,28,,1090850,,6024498,"-129,410",174896118
194,RE,Arctic Monkeys - Do I Wanna Know?,1322,69,,1089444,,7392733,"-43,604",1085197058
195,NEW,Grupo Marca Registrada - El Mayor de los Ranas (En Vivo) (w/ Victor Valverde),1,195,,1087048,,1087048,"+1,087,048",1087048
196,-18,Mark Ronson - Uptown Funk (w/ Bruno Mars),737,1,(x63),1086931,"-186,514",4851830,"-32,486",619365010
197,RE,"PARTYNEXTDOOR - DIE TRYING (w/ Drake, Yebba)",43,51,,1077920,,6380850,"-115,122",71640853
198,-16,FloyyMenor - PELIGROSA,215,23,,1077304,"-192,215",8608415,"-59,374",360783428
199,-15,Tears For Fears - Everybody Wants To Rule The World,766,80,,1072771,"-186,162",3540342,"+1,072,771",955883175
200,RE,Cigarettes After Sex - Cry,104,118,,1071359,,1071359,"+1,071,359",137270566
